01intro-00-pi-000	pi	01intro	ภิกฺขุปาฏิโมกฺขปาลิ	9	ปุพฺพกิจฺจานิ อุโปสถกรณโต1 ปุพฺเพ นววิธํ ปุพฺพกิจฺจํ กาตพฺพํ โหติ. ตณฺฐานสมฺมชฺชนญฺจ ตตฺถ ปทีปุชฺชลนญฺจ อาสนปญฺญปนญฺจ ปานียปริโภชนียูปฏฺฐปนญฺจ ฉนฺทารหานํ ภิกฺขูนํ ฉนฺทาหรณญฺจ เตสญฺเญว อกตุโปสถานํ ปาริสุทฺธิยาปิ2 อาหรณญฺจ อุตุกฺขานญฺจ ภิกฺขุคณนา จ ภิกฺขุนีนโมวาโท จาติ. ตตฺถ ปุริเมสุ จตูสุ กิจฺเจสุ ปทีปกิจฺจํ อิทานิ สุริยาโลกสฺส อตฺถิตาย นตฺถิ อปรานิ ตีณิ3 ภิกฺขูนํ วตฺตํ ชานนฺเตหิ อารามิเกหิปิ ภิกฺขูหิปิ4 กตานิ ปรินิฏฺฐิตานิ โหนฺติ. ฉนฺทาหรณปาริสุทฺธิ อาหรณานิ5 ปน อิมิสฺสํ สีมายํ หตฺถปาสํ วิชหิตฺวา นิสินฺนานํ ภิกฺขูนํ อภาวโต นตฺถิ. อุตุกฺขานํ นาม เอตฺตกํ อติกฺกนฺตํ, เอตฺตกํ อวสิฏฺฐนฺติ เอวํ อุตุอาจิกฺขนํ; อุตูนีธ ปน สาสเน เหมนฺตคิมฺหวสฺสานานํ วเสน ตีณิ โหนฺติ. อยํ คิมฺโหตุ,6 อสฺมิญฺจ อุตุมฺหิ อฏฺฐ อุโปสถา, อิมินา ปกฺเขน เอโก อุโปสโถ สมฺปตฺโต, สตฺต อุโปสถา อวสิฏฺฐา,7 อิติ เอวํ สพฺเพหิ อายสฺมนฺเตหิ อุตุกฺขานํ ธาเรตพฺพํ. (รับว่า เอวํ ภนฺเต* พร้อมกัน) ภิกฺขุคณนา นาม อิมสฺมึ อุโปสถคฺเค อุโปสถตฺถาย8 สนฺนิปติตา ภิกฺขู เอตฺตกาติ ภิกฺขูนํ คณนา, อิมสฺมิมฺปน อุโปสถคฺเค9 จตฺตาโร ภิกฺขู10 สนฺนิปติตา โหนฺติ. อิติ สพฺเพหิ อายสฺมนฺเตหิ ภิกฺขุคณนาปิ ธาเรตพฺพา. (รับว่า เอวํ ภนฺเต* พร้อมกัน) ภิกฺขุนีนโมวาโท ปน อิทานิ ตาสํ นตฺถิตาย นตฺถิ. อิติ สกรโณกาสานํ ปุพฺพกิจฺจานํ กตตฺตา, นิกฺกรโณกาสานํ ปุพฺพกิจฺจานํ ปกติยา ปรินิฏฺฐิตตฺตา, เอวนฺตํ นววิธํ ปุพฺพกิจฺจํ ปรินิฏฺฐิตํ โหติ. นิฏฺฐิเต จ ปุพฺพกิจฺเจ สเจ โส ทิวโส จาตุทฺทสีปณฺณรสีสามคฺคีนมญฺญตโร ยถาชฺช อุโปสโถ11 ปณฺณรโส12 ยาวติกา จ ภิกฺขู กมฺมปฺปตฺตา สงฺฆุโปสถารหา จตฺตาโร13 วา ตโต วา อติเรกา ปกตตฺตา ปาราชิกํ อนาปนฺนา สงฺเฆน วา อนุกฺขิตฺตา, เต จ โข หตฺถปาสํ อวิชหิตฺวา เอกสีมายํ ฐิตา, เตสญฺจ วิกาลโภชนาทิวเสน วตฺถุสภาคาปตฺติโย เจ น วิชฺชนฺติ; เตสญฺจ หตฺถปาเส หตฺถปาสโต พหิกรณวเสน วชฺเชตพฺโพ โกจิ วชฺชนียปุคฺคโล เจ นตฺถิ. __________________ *ถ้าผู้สวดอ่อนพรรษากว่า พึงเว้นคำว่า “ภนฺเต” เสีย หรือเปลี่ยนเป็น อาวุโส เอวนฺตํ อุโปสถกมฺมํ14 อิเมหิ จตูหิ ลกฺขเณหิ สงฺคหิตํ ปตฺตกลฺลํ นาม โหติ กาตุํ ยุตฺตรูปํ. อุโปสถกมฺมสฺส15 ปตฺตกลฺลตฺตํ วิทิตฺวา อิทานิ กริยมาโน อุโปสโถ สงฺเฆน อนุมาเนตพฺโพ.16 (รับว่า สาธุ พร้อมกัน) ในลำดับนี้ ท่านผู้มีอาวุโสอยู่ในที่ประชุมนั้น พึง กล่าว อัชเฌสนา ดังนี้ ปุพฺพกรณปุพฺพกิจฺจานิ สมาเปตฺวา อิมสฺส นิสินฺนสฺส ภิกฺขุสงฺฆสฺส อนุมติยา ปาฏิโมกฺขํ อุทฺเทสิตุํ* อชฺเฌสนํ กโรมิ. __________________ *ใช้คำว่า อุทฺทิสิตุํ ก็มี ถ้าเป็นวันปวารนา พึงว่า ปวารณาญตฺติํ ฐเปตุํ นโม ตสฺส ภควโต อรหโต สมฺมาสมฺพุทฺธสฺส. (3 ครั้ง) สุณาตุ เม ภนฺเต สงฺโฆ. อชฺชุโปสโถ ปณฺณรโส.* ยทิ สงฺฆสฺส ปตฺตกลฺลํ, สงฺโฆ อุโปสถํ กเรยฺย, ปาฏิโมกฺขํ อุทฺทิเสยฺย. กึ สงฺฆสฺส ปุพฺพกิจฺจํ, ปาริสุทฺธึ อายสฺมนฺโต อาโรเจถ, ปาฏิโมกฺขํ อุทฺทิสิสฺสามิ. ตํ สพฺเพว สนฺตา สาธุกํ สุโณม มนสิกโรม. ยสฺส สิยา อาปตฺติ, โส อาวิกเรยฺย, อสนฺติยา อาปตฺติยา ตุณฺหี ภวิตพฺพํ. ตุณฺหีภาเวน โข ปนายสฺมนฺเต ปริสุทฺธาติ เวทิสฺสามิ. ยถา โข ปน ปจฺเจกปุฏฺฐสฺส เวยฺยากรณํ โหติ, เอวเมวํ เอวรูปาย ปริสาย ยาวตติยํ อนุสฺสาวิตํ โหติ. โย ปน ภิกฺขุ ยาวตติยํ อนุสฺสาวิยมาเน สรมาโน สนฺตึ อาปตฺตึ นาวิกเรยฺย, สมฺปชานมุสาวาทสฺส โหติ, สมฺปชานมุสาวาโท โข ปนายสฺมนฺโต อนฺตรายิโก ธมฺโม วุตฺโต ภควตา; ตสฺมา สรมาเนน ภิกฺขุนา อาปนฺเนน วิสุทฺธาเปกฺเขน สนฺตี อาปตฺติ อาวิกาตพฺพา, อาวิกตา หิสฺส ผาสุ โหติ. นิทานํ นิฏฺฐิตํ. __________________ * ถ้าเป็น 14 คำ พึงว่า จาตุทฺทโส ปาราชิกุทฺเทโส ตตฺริเม จตฺตาโร ปาราชิกา ธมฺมา อุทฺเทสํ อาคจฺฉนฺติ.
06aniya-01-th-013	th	06aniya	อนิยต ๒	71	โย ปะนะ ภิกขุ มาตุคาเมนะ สัทธิง เอโก เอกายะ ระโห ปะฏิจฉันเน อาสะเน อะลังกัมมะนิเย นิสัชชัง กัปเปยยะ, ตะเมนัง สัทเธยยะวะจะสา อุปาสิกา ทิส๎วา ติณณัง ธัมมานัง อัญญะตะเรนะ วะเทยยะ ปาราชิเกนะ วา สังฆาทิเสเสนะ วา ปาจิตติเยนะ วา, นิสัชชัง ภิกขุ ปะฏิชานะมาโน ติณณัง ธัมมานัง อัญญะตะเรนะ กาเรตัพโพ ปาราชิเกนะ วา สังฆาทิเสเสนะ วา ปาจิตติเยนะ พระภิกขุปาฏิโมกข์ วา, เยนะ วา สา สัทเธยยะวะจะสา อุปาสิกา วะเทยยะ, เตนะ โส ภิกขุ กาเรตัพโพ, อะยัง ธัมโม อะนิยะโต.
06aniya-02-th-013	th	06aniya	อนิยต ๒	71	นะ เหวะ โข ปะนะ ปะฏิจฉันนัง อาสะนัง โหติ นาลังกัมมะนิยัง, อะลัญจะ โข โหติ มาตุคามัง ทุฏฐุลลาหิ วาจาหิ โอภาสิตุง, โย ปะนะ ภิกขุ ตะถารูเป อาสะเน มาตุคาเมนะ สัทธิง เอโก เอกายะ ระโห นิสัชชัง กัปเปยยะ, ตะเมนัง สัทเธยยะวะจะสา อุปาสิกา ทิส๎วา ท๎วินนัง ธัมมานัง อัญญะตะเรนะ วะเทยยะ สังฆาทิเสเสนะ วา ปาจิตติเยนะ วา, นิสัชชัง ภิกขุ ปะฏิชานะมาโน ท๎วินนัง ธัมมานัง อัญญะตะเรนะ กาเรตัพโพ สังฆาทิเสเสนะ วา ปาจิตติเยนะ วา, เยนะ วา สา สัทเธยยะวะจะสา อุปาสิกา วะเทยยะ, เตนะ โส ภิกขุ กาเรตัพโพ, อะยัมปิ ธัมโม อะนิยะโต. อุททิฏฐา โข อายัส๎มันโต เท๎ว อะนิยะตา ธัมมา. ตัตถายัส๎มันเต ปุจฉามิ. กัจจิตถะ ปะริสุทธา ? ทุติยัมปิ ปุจฉามิ. กัจจิตถะ ปะริสุทธา ? ตะติยัมปิ ปุจฉามิ. กัจจิตถะ ปะริสุทธา ? ปะริสุทเธตถายัส๎มันโต, ตัส๎มา ตุณ๎หี, เอวะเมตัง ธาระยามิ. อะนิยะตุทเทโส นิฏฐิโต. พระภิกขุปาฏิโมกข์ นิสสัคคียปาจิตตีย์ 30 อิเม โข ปะนายัส๎มันโต ติงสะ นิสสัคคิยา ปาจิตติยา ธัมมา อุทเทสัง อาคัจฉันติ.
07nisak-01-pi-003	pi	07nisak	นิสฺสคฺคิยา ปาจิตฺติยา	22	โย ปน ภิกฺขุ มาตุคาเมน สทฺธึ เอโก เอกาย รโห ปฏิจฺฉนฺเน อาสเน อลงฺกมฺมนิเย นิสชฺชํ กปฺเปยฺย; ตเมนํ สทฺเธยฺยวจสา อุปาสิกา ทิสฺวา ติณฺณํ ธมฺมานํ อญฺญตเรน วเทยฺย ปาราชิเกน วา สงฺฆาทิเสเสน วา ปาจิตฺติเยน วา, นิสชฺชํ ภิกฺขุ ปฏิชานมาโน ติณฺณํ ธมฺมานํ อญฺญตเรน กาเรตพฺโพ ปาราชิเกน วา สงฺฆาทิเสเสน วา ปาจิตฺติเยน วา; เยน วา สา สทฺเธยฺยวจสา อุปาสิกา วเทยฺย, เตน โส ภิกฺขุ กาเรตพฺโพ; อยํ ธมฺโม อนิยโต.
07nisak-01-pi-004	pi	07nisak	นิสฺสคฺคิยา ปาจิตฺติยา	22	นิฏฺฐิตจีวรสฺมึ ภิกฺขุนา อุพฺภตสฺมึ กฐิเน, ทสาหปรมํ อติเรกจีวรํ ธาเรตพฺพํ, ตํ อติกฺกามยโต, นิสฺสคฺคิยํ ปาจิตฺติยํ.
07nisak-01-ro-025	ro	07nisak	NISSAGGIYĀ PĀCITTIYĀ	133	Yo pana bhikkhu mātugāmena saddhiṁ eko ekāya raho paṭicchanne āsane alaṁkammaniye nisajjaṁ kappeyya. Tam’ enaṁ saddheyavacasā upāsikā disvā tiṇṇaṁ dhammānaṁ aññatarena vadeyya pārājikena vā saṅghādisesena vā pācittiyena vā. Nisajjaṁ bhikkhu paṭijānamāno tiṇṇaṁ dhammānaṁ aññatarena kāretabbo pārājikena vā saṅghādisesena vā pācittiyena vā. Yena vā sā saddheyyavacasā upāsikā vadeyya, tena so bhikkhu kāretabbo. Ayaṁ dhammo aniyato.
07nisak-01-ro-026	ro	07nisak	NISSAGGIYĀ PĀCITTIYĀ	133	Niṭṭhitacīvarasmiṁ bhikkhunā ubbhatasmiṁ kaṭhine, dasāhaparamaṁ atirekacīvaraṁ dhāretabbaṁ taṁ atikkāmayato, nissaggiyaṁ pācittiyaṁ.
07nisak-01-th-014	th	07nisak	นิสสัคคียปาจิตตีย์ ๓๐	73	นิฏฐิตะจีวะรัส๎มิง ภิกขุนา อุพภะตัส๎มิง กะฐิเน, ทะสาหะปะระมัง อะติเรกะจีวะรัง ธาเรตัพพัง, ตัง อะติกกามะยะโต, นิสสัคคิยัง ปาจิตติยัง.
07nisak-02-pi-003	pi	07nisak	นิสฺสคฺคิยา ปาจิตฺติยา	22	น เหว โข ปน ปฏิจฺฉนฺนํ อาสนํ โหติ นาลงฺกมฺมนิยํ, อลญฺจ โข โหติ มาตุคามํ ทุฏฺฐุลฺลาหิ วาจาหิ โอภาสิตุํ; โย ปน ภิกฺขุ ตถารูเป อาสเน มาตุคาเมน สทฺธิํ เอโก เอกาย รโห นิสชฺชํ กปฺเปยฺย; ตเมนํ สทฺเธยฺยวจสา อุปาสิกา ทิสฺวา ทฺวินฺนํ ธมฺมานํ อญฺญตเรน วเทยฺย สงฺฆาทิเสเสน วา ปาจิตฺติเยน วา, นิสชฺชํ ภิกฺขุ ปฏิชานมาโน ทฺวินฺนํ ธมฺมานํ อญฺญตเรน กาเรตพฺโพ สงฺฆาทิเสเสน วา ปาจิตฺติเยน วา, เยน วา สา สทฺเธยฺยวจสา อุปาสิกา วเทยฺย, เตน โส ภิกฺขุ กาเรตพฺโพ; อยมฺปิ ธมฺโม อนิยโต. อุทฺทิฏฺฐา โข อายสฺมนฺโต เทฺว อนิยตา ธมฺมา. ตตฺถายสฺมนฺเต ปุจฺฉามิ: กจฺจิตฺถ ปริสุทฺธา ? ทุติยมฺปิ ปุจฺฉามิ: กจฺจิตฺถ ปริสุทฺธา ? ตติยมฺปิ ปุจฺฉามิ: กจฺจิตฺถ ปริสุทฺธา ? ปริสุทฺเธตฺถายสฺมนฺโต; ตสฺมา ตุณฺหี, เอวเมตํ ธารยามิ. อนิยตุทฺเทโส นิฏฺฐิโต. นิสฺสคฺคิยา ปาจิตฺติยา อิเม โข ปนายสฺมนฺโต ตึส นิสฺสคฺคิยา ปาจิตฺติยา ธมฺมา อุทฺเทสํ อาคจฺฉนฺติ.
07nisak-02-pi-004	pi	07nisak	นิสฺสคฺคิยา ปาจิตฺติยา	22	นิฏฺฐิตจีวรสฺมึ ภิกฺขุนา อุพฺภตสฺมึ กฐิเน, เอกรตฺตมฺปิ เจ ภิกฺขุ ติจีวเรน วิปฺปวเสยฺย, อญฺญตฺร ภิกฺขุ สมฺมติยา, นิสฺสคฺคิยํ ปาจิตฺติยํ.
07nisak-02-ro-025	ro	07nisak	NISSAGGIYĀ PĀCITTIYĀ	133	Na h’eva kho pana paṭicchannaṁ āsanaṁ hoti nālaṁkammaniyaṁ. Alañca kho hoti mātugāmaṁ duṭṭhullāhi vācāhi obhāsiuṁ. Yo pana bhikkhu tathārūpe āsane mātugāmena saddhiṁ eko ekāya raho nisajjaṁ kappeyya. Tam’ enaṁ saddheyyavacasā upāsikā disvā dvinnaṁ dhammānaṁ aññatarena vadeyya saṅghādisesena vā pācittiyena vā. Nisajjaṁ bhikkhu paṭijānamāno dvinnaṁ dhammānaṁ aññatarena kāretabbo saṅghādisesena vā pācittiyena vā. Yena vā sā saddheyyavacasā upāsikā vadeyya, tena so bhikkhu kāretabbo. Ayam’pi dhammo aniyato. Uddiṭṭhā kho āyasamanto dve aniyatā dhammā. Tatth’āyasmante pucchāmi : Kacci’ttha parisuddhā? Dutiyam’pi pucchāmi : Kacci’ttha parisuddhā? Tatiyam’pi pucchāmi : Kacci’ttha parisuddhā? Parisuddh’ etth’ āyasmanto, tasmā tuṇhī, evam’ etaṁ dhārayāmi. (Aniyatuddeso niṭṭhito.) Nissaggiyā Pācittiyā Ime kho pan’āyasmanto tiṁsa nissaggiyā pācittiyā dhammā uddesaṁ āgacchanti.
07nisak-02-ro-026	ro	07nisak	NISSAGGIYĀ PĀCITTIYĀ	133	Niṭṭhitacīvarasmiṁ bhikkhunā ubbhatasmiṁ kaṭhine, ekarattam’pi ce bhikkhu ticīvarena vippavaseyya, aññatra bhikkhusammatiyā, nissaggiyaṁ pācittiyaṁ.
07nisak-02-th-014	th	07nisak	นิสสัคคียปาจิตตีย์ ๓๐	73	นิฏฐิตะจีวะรัส๎มิง ภิกขุนา อุพภะตัส๎มิง กะฐิเน, เอกะรัตตัมปิ เจ ภิกขุ ติจีวะเรนะ วิปปะวะเสยยะ, อัญญัต๎ระ ภิกขุสัมมะติยา, นิสสัคคิยัง ปาจิตติยัง.
07nisak-03-pi-004	pi	07nisak	นิสฺสคฺคิยา ปาจิตฺติยา	22	นิฏฺฐิตจีวรสฺมึ ภิกฺขุนา อุพฺภตสฺมึ กฐิเน, ภิกฺขุโน ปเนว อกาลจีวรํ อุปฺปชฺเชยฺย, อากงฺขมาเนน ภิกฺขุนา ปฏิคฺคเหตพฺพํ, ปฏิคฺคเหตฺวา ขิปฺปเมว กาเรตพฺพํ; โน จสฺส ปาริปูริ, มาสปรมนฺเตน ภิกฺขุนา ตํ จีวรํ นิกฺขิปิตพฺพํ อูนสฺส ปาริปูริยา สติยา ปจฺจาสาย, ตโต เจ อุตฺตรึ นิกฺขิเปยฺย สติยาปิ ปจฺจาสาย, นิสฺสคฺคิยํ ปาจิตฺติยํ.
07nisak-03-ro-026	ro	07nisak	NISSAGGIYĀ PĀCITTIYĀ	133	Niṭṭhitacīvarasmiṁ bhikkhunā ubbhatasmiṁ kaṭhine, bhikkhuno pan’eva akālacīvaraṁ uppajjeyya, ākaṅkhamānena bhikkhunā paṭiggahetabbaṁ, paṭiggahetvā khippam’eva kāretabbaṁ, no c’assa pāripūri, māsaparaman’tena bhikkhunā taṁ cīvaraṁ nikkhipitabbaṁ ūnassa pāripūriyā, satiyā paccāsāya, tato ce uttariṁ nikkhipeyya satiyā’pi paccāsāya, nissaggiyaṁ pācittiyaṁ.
07nisak-03-th-014	th	07nisak	นิสสัคคียปาจิตตีย์ ๓๐	73	นิฏฐิตะจีวะรัส๎มิง ภิกขุนา อุพภะตัส๎มิง กะฐิเน, ภิกขุโน ปะเนวะ อะกาละจีวะรัง อุปปัชเชยยะ, อากังขะมาเนนะ ภิกขุนา ปะฏิคคะเหตัพพัง, ปะฏิคคะเหต๎วา ขิปปะเมวะ กาเรตัพพัง, โน จัสสะ ปาริปูริ, มาสะปะระมันเตนะ ภิกขุนา ตัง จีวะรัง นิกขิปิตัพพัง อูนัสสะ ปาริปูริยา สะติยา ปัจจาสายะ, ตะโต เจ อุตตะริง นิกขิเปยยะ สะติยาปิ ปัจจาสายะ, นิสสัคคิยัง ปาจิตติยัง.
07nisak-04-pi-004	pi	07nisak	นิสฺสคฺคิยา ปาจิตฺติยา	22	โย ปน ภิกฺขุ อญฺญาติกาย ภิกฺขุนิยา ปุราณจีวรํ โธวาเปยฺย วา รชาเปยฺย วา อาโกฏาเปยฺย วา, นิสฺสคฺคิยํ ปาจิตฺติยํ.
07nisak-04-ro-026	ro	07nisak	NISSAGGIYĀ PĀCITTIYĀ	133	Yo pana bhikkhu aññātikāya bhikkhuniyā purāṇacīvaraṁ dhovāpeyya vā rajāpeyya va ākoṭāpeyya vā, nissaggiyaṁ pācittiyaṁ.
07nisak-04-th-014	th	07nisak	นิสสัคคียปาจิตตีย์ ๓๐	73	โย ปะนะ ภิกขุ อัญญาติกายะ ภิกขุนิยา ปุราณะจีวะรัง โธวาเปยยะ วา ระชาเปยยะ วา อาโกฏาเปยยะ วา, นิสสัคคิยัง ปาจิตติยัง.
07nisak-05-pi-004	pi	07nisak	นิสฺสคฺคิยา ปาจิตฺติยา	22	โย ปน ภิกฺขุ อญฺญาติกาย ภิกฺขุนิยา หตฺถโต จีวรํ ปฏิคฺคณฺเหยฺย อญฺญตฺร ปาริวฏฺฏกา, นิสฺสคฺคิยํ ปาจิตฺติยํ.
07nisak-05-ro-026	ro	07nisak	NISSAGGIYĀ PĀCITTIYĀ	133	Yo pana bhikkhu aññātikāya bhikkhuniyā hatthato cīvaraṁ paṭiggaṇheyya aññatra pārivaṭṭakā, nissaggiyaṁ pācittiyaṁ.
07nisak-05-th-014	th	07nisak	นิสสัคคียปาจิตตีย์ ๓๐	73	โย ปะนะ ภิกขุ อัญญาติกายะ ภิกขุนิยา หัตถะโต จีวะรัง ปะฏิคคัณเหยยะ อัญญัต๎ระ ปาริวัฏฏะกา, พระภิกขุปาฏิโมกข์ นิสสัคคิยัง ปาจิตติยัง.
07nisak-06-pi-004	pi	07nisak	นิสฺสคฺคิยา ปาจิตฺติยา	22	โย ปน ภิกฺขุ อญฺญาตกํ คหปตึ วา คหปตานึ วา จีวรํ วิญฺญาเปยฺย อญฺญตฺร สมยา, นิสฺสคฺคิยํ ปาจิตฺติยํ. ตตฺถายํ สมโย: อจฺฉินฺนจีวโร วา โหติ ภิกฺขุ นฏฺฐจีวโร วา, อยํ ตตฺถ สมโย.
07nisak-06-ro-026	ro	07nisak	NISSAGGIYĀ PĀCITTIYĀ	133	Yo pana bhikkhu aññātakaṁ gahapatiṁ vā gahapatāniṁ vā cīvaraṁ viññāpeyya aññatra samayā, nissaggiyaṁ pācittiyaṁ. Tatth’āyaṁ samayo : acchinnacīvaro vā hoti bhikkhu naṭṭhacīvaro vā, ayaṁ tattha samayo.
07nisak-06-th-014	th	07nisak	นิสสัคคียปาจิตตีย์ ๓๐	73	โย ปะนะ ภิกขุ อัญญาตะกัง คะหะปะติง วา คะหะปะตานิง วา จีวะรัง วิญญาเปยยะ อัญญัต๎ระ สะมะยา, นิสสัคคิยัง ปาจิตติยัง. ตัตถายัง สะมะโย. อัจฉินนะจีวะโร วา โหติ ภิกขุ นัฏฐะจีวะโร วา, อะยัง ตัตถะ สะมะโย.
07nisak-07-pi-004	pi	07nisak	นิสฺสคฺคิยา ปาจิตฺติยา	22	ตญฺเจ อญฺญาตโก คหปติ วา คหปตานี วา พหูหิ จีวเรหิ อภิหฏฺฐุมฺปวาเรยฺย, สนฺตรุตฺตรปรมนฺเตน ภิกฺขุนา ตโต จีวรํ สาทิตพฺพํ, ตโต เจ อุตฺตรึ สาทิเยยฺย, นิสฺสคฺคิยํ ปาจิตฺติยํ.
07nisak-07-ro-026	ro	07nisak	NISSAGGIYĀ PĀCITTIYĀ	133	Tañce aññātako gahapati vā gahapatānī vā bahūhi cīvarehi abhihaṭṭhuṁ pavāreyya, santaruttaraparaman’tena bhikkhunā tato cīvaraṁ sāditabbaṁ, tato ce uttariṁ sādiyeyya, nissaggiyaṁ pācittiyaṁ.
07nisak-07-th-014	th	07nisak	นิสสัคคียปาจิตตีย์ ๓๐	73	ตัญเจ อัญญาตะโก คะหะปะติ วา คะหะปะตานี วา พะหูหิ จีวะเรหิ อะภิหัฏฐุมปะวาเรยยะ, สันตะรุตตะระปะระมันเตนะ ภิกขุนา ตะโต จีวะรัง สาทิตัพพัง, ตะโต เจ อุตตะริง สาทิเยยยะ, นิสสัคคิยัง ปาจิตติยัง.
07nisak-08-pi-004	pi	07nisak	นิสฺสคฺคิยา ปาจิตฺติยา	22	ภิกฺขุํ ปเนว อุทฺทิสฺส อญฺญาตกสฺส คหปติสฺส วา คหปตานิยา วา จีวรเจตาปนํ อุปกฺขฏํ โหติ. “อิมินา จีวรเจตาปเนน จีวรํ เจตาเปตฺวา อิตฺถนฺนามํ ภิกฺขุํ จีวเรน อจฺฉาเทสฺสามีติ, ตตฺร เจ โส ภิกฺขุ ปุพฺเพ อปฺปวาริโต อุปสงฺกมิตฺวา จีวเร วิกปฺปํ อาปชฺเชยฺย “สาธุ วต มํ อายสฺมา อิมินา จีวรเจตาปเนน เอวรูปํ วา เอวรูปํ วา จีวรํ เจตาเปตฺวา อจฺฉาเทหีติ กลฺยาณกมฺยตํ อุปาทาย, นิสฺสคฺคิยํ ปาจิตฺติยํ.
07nisak-08-ro-026	ro	07nisak	NISSAGGIYĀ PĀCITTIYĀ	133	Bhikkhuṁ pan’eva uddissa aññātakassa gahapatissa vā gahapatāniyā vā cīvaracetāpanaṁ upakkhaṭaṁ hoti, “iminā cīvaracetāpanena cīvaraṁ cetāpetvā itthannāmaṁ bhikkhuṁ cīvarena acchādessāmī”ti, tatra ce so bhikkhu pubbe appavārito upasaṅkamitvā cīvare vikappaṁ āpajjeyya, “sādhu vata maṁ āyasmā iminā cīvaracetāpanena evarūpaṁ vā evarūpaṁ vā cīvaraṁ cetāpetvā acchādehī”ti, kalyāṇakamyataṁ upādāya, nissaggiyaṁ pācittiyaṁ.
07nisak-08-th-014	th	07nisak	นิสสัคคียปาจิตตีย์ ๓๐	73	ภิกขุง ปะเนวะ อุททิสสะ อัญญาตะกัสสะ คะหะปะติสสะ วา คะหะปะตานิยา วา จีวะระเจตาปะนัง อุปักขะฏัง โหติ “อิมินา จีวะระเจตาปะเนนะ จีวะรัง เจตาเปต๎วา อิตถันนามัง ภิกขุง จีวะเรนะ อัจฉาเทสสามีติ, ตัต๎ระ เจ โส ภิกขุ ปุพเพ อัปปะวาริโต อุปะสังกะมิต๎วา จีวะเร วิกัปปัง อาปัชเชยยะ “สาธุ วะตะ มัง อายัส๎มา อิมินา จีวะระเจตาปะเนนะ เอวะรูปัง วา เอวะรูปัง วา จีวะรัง เจตาเปต๎วา อัจฉาเทหีติ กัล๎ยาณะกัม๎ยะตัง อุปาทายะ, นิสสัคคิยัง ปาจิตติยัง.
07nisak-09-pi-004	pi	07nisak	นิสฺสคฺคิยา ปาจิตฺติยา	22	ภิกฺขุํ ปเนว อุทฺทิสฺส อุภินฺนํ อญฺญาตกานํ คหปตีนํ วา คหปตานีนํ วา ปจฺเจกจีวรเจตาปนา อุปกฺขฏา โหนฺติ “อิเมหิ มยํ ปจฺเจกจีวรเจตาปเนหิ ปจฺเจกจีวรานิ เจตาเปตฺวา อิตฺถนฺนามํ ภิกฺขุํ จีวเรหิ อจฺฉาเทสฺสามาติ, ตตฺร เจ โส ภิกฺขุ ปุพฺเพ อปฺปวาริโต อุปสงฺกมิตฺวา จีวเร วิกปฺปํ อาปชฺเชยฺย “สาธุ วต มํ อายสฺมนฺโต อิเมหิ ปจฺเจกจีวรเจตาปเนหิ เอวรูปํ วา เอวรูปํ วา จีวรํ เจตาเปตฺวา อจฺฉาเทถ อุโภว สนฺตา เอเกนาติ กลฺยาณกมฺยตํ อุปาทาย, นิสฺสคฺคิยํ ปาจิตฺติยํ.
07nisak-09-ro-026	ro	07nisak	NISSAGGIYĀ PĀCITTIYĀ	133	Bhikkhuṁ pan’eva uddissa ubhinnaṁ aññātakānaṁ gahapatīnaṁ vā gahapatānīnaṁ vā paccekacīvaracetāpanā upakkhaṭā honti “imehi mayaṁ paccekacīvara cetāpanehi paccekacīvarāni cetāpetvā itthannāmaṁ bhikkhuṁ cīvarehi acchādessāmā”ti. Tatra ce so bhikkhu pubbe appavārito upasaṅkamitvā cīvare vikappaṁ āpajjeyya, “Sādhu vata maṁ āyasmanto imehi paccekacīvaracetāpanehi evarūpaṁ vā evarūpaṁ vā cīvaraṁ cetāpetvā acchādetha ubho’va santā ekenā”ti kalyāṇakamyataṁ upādāya, nissaggiyaṁ pācittiyaṁ.
07nisak-09-th-014	th	07nisak	นิสสัคคียปาจิตตีย์ ๓๐	73	ภิกขุง ปะเนวะ อุททิสสะ อุภินนัง อัญญาตะกานัง พระภิกขุปาฏิโมกข์ คะหะปะตีนัง วา คะหะปะตานีนัง วา ปัจเจกะจีวะระเจตาปะนา อุปักขะฏา โหนติ “อิเมหิ มะยัง ปัจเจกะจีวะระเจตาปะเนหิ ปัจเจกะจีวะรานิ เจตาเปต๎วา อิตถันนามัง ภิกขุง จีวะเรหิ อัจฉาเทสสามาติ, ตัต๎ระ เจ โส ภิกขุ ปุพเพ อัปปะวาริโต อุปะสังกะมิต๎วา จีวะเร วิกัปปัง อาปัชเชยยะ "สาธุ วะตะ มัง อายัส๎มันโต อิเมหิ ปัจเจกะจีวะระเจตาปะเนหิ เอวะรูปัง วา เอวะรูปัง วา จีวะรัง เจตาเปต๎วา อัจฉาเทถะ อุโภวะ สันตา เอเกนาติ กัล๎ยาณะกัมยะตัง อุปาทายะ, นิสสัคคิยัง ปาจิตติยัง.
